Township,Area_Raw,Area_Clean,Area_Key,State,State_Clean,Tenure,Type,Type_Clean,Primary_Type,Category,Median_Price,Median_PSF,Transactions
TAMAN GEMBIRA,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,532500.0,323.0,18
TAMAN SALAK IDAMAN,Sepang,SEPANG,SELANGOR | SEPANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,396500.0,274.0,18
Taman Desa Ilmu,Kota Samarahan,KOTA SAMARAHAN,SARAWAK | KOTA SAMARAHAN,Sarawak,SARAWAK,Leasehold,"Apartment, Flat","Apartment, Flat",Apartment,High-Rise,170000.0,259.0,18
Impian Senibong Apartment,Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,375000.0,367.0,18
Taman Bukit Jambul,Bukit Jambul,BUKIT JAMBUL,PENANG | BUKIT JAMBUL,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,263000.0,311.0,18
Tropez Residences,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,395000.0,508.0,18
Casa Subang,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,550000.0,516.0,18
The Pines Residence,Gelang Patah,GELANG PATAH,JOHOR | GELANG PATAH,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,330000.0,325.0,18
Flat Taman Alam Megah,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,169000.0,280.0,18
Forest Green,Bandar Sungai Long,BANDAR SUNGAI LONG,SELANGOR | BANDAR SUNGAI LONG,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,600000.0,599.0,18
Jentayu,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,130000.0,195.0,18
Balau,Masai,MASAI,JOHOR | MASAI,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,146000.0,228.0,18
Park Avenue,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,183750.0,267.0,18
Amadesa Resort Condominium,Desa Petaling,DESA PETALING,KUALA LUMPUR | DESA PETALING,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,350000.0,323.0,18
Angsana,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Leasehold,Flat,Flat,Flat,High-Rise,211000.0,321.0,18
PD Marina World Resort,Port Dickson,PORT DICKSON,NEGERI SEMBILAN | PORT DICKSON,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Condominium,Condominium,Condominium,High-Rise,90500.0,138.0,18
Pangsapuri Baiduri,Beranang,BERANANG,SELANGOR | BERANANG,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,119000.0,170.0,18
Sky Oasis Residence (Pangsapuri Oasis 1),Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,400000.0,459.0,18
Sky Loft Premium Suites,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,550000.0,442.0,18
Bukit Cheras,Cheras,CHERAS,KUALA LUMPUR | CHERAS,Kuala Lumpur,KUALA LUMPUR,Freehold,Flat,Flat,Flat,High-Rise,160000.0,263.0,18
Verve Suites KL South,Jalan Klang Lama (Old Klang Road),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,778800.0,1097.0,18
Seri Puteri Hills,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,1109000.0,686.0,18
TAMAN KULIM TECHNOCITY FASA 1,Kulim,KULIM,KEDAH | KULIM,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,320000.0,222.0,17
SUNWAY ALAM SURIA,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,700000.0,395.0,17
SS21 DAMANSARA UTAMA,Petaling Jaya,PETALING JAYA,SELANGOR | PETALING JAYA,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1140000.0,689.0,17
PJS 9,Bandar Sunway,BANDAR SUNWAY,SELANGOR | BANDAR SUNWAY,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,940000.0,549.0,17
NUSARI AMAN 2,Bandar Sri Sendayan,BANDAR SRI SENDAYAN,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,500000.0,227.0,17
ECO HORIZON (FASA1),Batu Kawan,BATU KAWAN,PENANG | BATU KAWAN,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,1000000.0,556.0,17
HIJAUAN SELAYANG,Selayang,SELAYANG,SELANGOR | SELAYANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,1498800.0,1071.0,17
TAMAN TOPAZ @ SELANGORKU,Dengkil,DENGKIL,SELANGOR | DENGKIL,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,250000.0,192.0,17
TAMAN KUALA LIPIS,Kuala Lipis,KUALA LIPIS,PAHANG | KUALA LIPIS,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,275000.0,179.0,17
SENTRAL BEHRANG,Ulu Bernam,ULU BERNAM,PERAK | ULU BERNAM,Perak,PERAK,Leasehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,398888.0,285.0,17
TROPICANA HEIGHTS,Kajang,KAJANG,SELANGOR | KAJANG,Selangor,SELANGOR,Freehold,"Town House, Terrace House","Terrace House, Town House",Terrace House,Landed,833300.0,455.0,17
TAMAN JASMIN [SENAWANG],Senawang,SENAWANG,NEGERI SEMBILAN | SENAWANG,Negeri Sembilan,NEGERI SEMBILAN,Leasehold,"Town House, Terrace House","Terrace House, Town House",Terrace House,Landed,150000.0,153.0,17
TAMAN CERMAI,Muar,MUAR,JOHOR | MUAR,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,895000.0,630.0,17
TAMAN MANTAU INDAH,Seremban 2,SEREMBAN 2,NEGERI SEMBILAN | SEREMBAN 2,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,300000.0,200.0,17
TAMAN WARISAN HIJAUAN,Dengkil,DENGKIL,SELANGOR | DENGKIL,Selangor,SELANGOR,Mixed,Terrace House,Terrace House,Terrace House,Landed,493000.0,261.0,17
SHAHZAN,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,310000.0,210.0,17
BANDAR BARU BUKIT MENTOK,Kemaman,KEMAMAN,TERENGGANU | KEMAMAN,Terengganu,TERENGGANU,Leasehold,Terrace House,Terrace House,Terrace House,Landed,213000.0,113.0,17
TAMAN DESA BIDARA,Kuala Ketil,KUALA KETIL,KEDAH | KUALA KETIL,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,215000.0,144.0,17
SEKSYEN 8 BANDAR BARU BANGI,Bangi,BANGI,SELANGOR | BANGI,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,590000.0,384.0,17
DANGA SUTERA,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,892000.0,531.0,17
TAMAN DESA LANG INDAH,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Mixed,Terrace House,Terrace House,Terrace House,Landed,528800.0,315.0,17
USJ 5,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,"Semi D, Bungalow, Terrace House","Bungalow, Semi D, Terrace House",Bungalow,Landed,1600000.0,569.0,17
TAMAN PERMATA PENAWAR,Pengerang,PENGERANG,JOHOR | PENGERANG,Johor,JOHOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,386200.0,272.0,17
TAMAN SRI UNAS 2,Muar,MUAR,JOHOR | MUAR,Johor,JOHOR,Freehold,"Bungalow, Semi D","Bungalow, Semi D",Bungalow,Landed,394000.0,155.0,17
TAMAN HALAMAN INDAH,Sungai Jawi,SUNGAI JAWI,PENANG | SUNGAI JAWI,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,340000.0,248.0,17
TAMAN BUKIT MEWAH,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,540000.0,415.0,17
TAMAN SCIENTEX KULAI 2,Kulai,KULAI,JOHOR | KULAI,Johor,JOHOR,Freehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,440000.0,281.0,17
TAMAN DESA CEMPAKA,Nilai,NILAI,NEGERI SEMBILAN | NILAI,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,350000.0,200.0,17
TAMAN SRI BAYU,Sepang,SEPANG,SELANGOR | SEPANG,Selangor,SELANGOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,267000.0,123.0,17
P/L 3214 JALAN KEBUN,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Semi D,Semi D,Semi D,Landed,599800.0,248.0,17
TAMAN SUTERA,Kulai,KULAI,JOHOR | KULAI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,360000.0,268.0,17
ARA DAMANSARA,Ara Damansara,ARA DAMANSARA,SELANGOR | ARA DAMANSARA,Selangor,SELANGOR,Freehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,1300000.0,729.0,17
TAMAN SERAI WANGI,Padang Serai,PADANG SERAI,KEDAH | PADANG SERAI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,270000.0,209.0,17
TAMAN LEMBAH MERBOK,Merbok,MERBOK,KEDAH | MERBOK,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,210000.0,150.0,17
TAMAN SRI WANG,Sungai Petani,SUNGAI PETANI,KEDAH | SUNGAI PETANI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,200000.0,177.0,17
OFF JALAN MERU,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,274.0,17
USJ 9,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,850000.0,484.0,17
TAMAN PUCHONG INDAH,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,400000.0,334.0,17
TAMAN BERTAM SETIA,Tanjong Minyak,TANJONG MINYAK,MELAKA | TANJONG MINYAK,Melaka,MELAKA,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,344000.0,203.0,17
TAMAN KASTURI,Sitiawan,SITIAWAN,PERAK | SITIAWAN,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,623800.0,357.0,17
TAMAN MEWAH JAYA,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,450000.0,320.0,17
TAMAN VISTA KIRANA,Bukit Katil,BUKIT KATIL,MELAKA | BUKIT KATIL,Melaka,MELAKA,Leasehold,"Bungalow, Semi D","Bungalow, Semi D",Bungalow,Landed,707000.0,136.0,17
TAMAN AIR KEROH FASA 1-3,Bukit Katil,BUKIT KATIL,MELAKA | BUKIT KATIL,Melaka,MELAKA,Leasehold,Terrace House,Terrace House,Terrace House,Landed,220000.0,159.0,17
TABUAN HEIGHTS,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,700000.0,302.0,17
TAMAN MANTIN PUTRA,Mantin,MANTIN,NEGERI SEMBILAN | MANTIN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,550000.0,160.0,17
TAMAN HILIR,Melaka City,MELAKA CITY,MELAKA | MELAKA CITY,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,430000.0,279.0,17
REJANG PARK,Sibu,SIBU,SARAWAK | SIBU,Sarawak,SARAWAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,380000.0,197.0,17
TAMAN KAJANG UTAMA,Kajang,KAJANG,SELANGOR | KAJANG,Selangor,SELANGOR,Freehold,"Terrace House, Town House","Terrace House, Town House",Terrace House,Landed,410000.0,293.0,17
TAMAN LEMBAH PERMAI,Sungai Lalang,SUNGAI LALANG,KEDAH | SUNGAI LALANG,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,230000.0,147.0,17
TAMAN AUSTIN PERDANA,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,670000.0,434.0,17
Casa Tropicana,Tropicana,TROPICANA,SELANGOR | TROPICANA,Selangor,SELANGOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,540000.0,464.0,17
The Pearl (Pearl Point),Jalan Klang Lama (Old Klang Road),JALAN KLANG LAMA (OLD KLANG ROAD),KUALA LUMPUR | JALAN KLANG LAMA (OLD KLANG ROAD),Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,400000.0,368.0,17
Epic Residence,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Mixed,Apartment,Apartment,Apartment,High-Rise,410000.0,328.0,17
Gat Lebuh Macallum,Georgetown,GEORGETOWN,PENANG | GEORGETOWN,Penang,PENANG,Leasehold,Flat,Flat,Flat,High-Rise,175000.0,342.0,17
Sri Putramas III / Royal Regent,Jalan Kuching,JALAN KUCHING,KUALA LUMPUR | JALAN KUCHING,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,710000.0,455.0,17
Pangsapuri Permai,Sungai Besi,SUNGAI BESI,KUALA LUMPUR | SUNGAI BESI,Kuala Lumpur,KUALA LUMPUR,Leasehold,Apartment,Apartment,Apartment,High-Rise,210000.0,325.0,17
Residensi Warnasari 3,Bandar Puncak Alam,BANDAR PUNCAK ALAM,SELANGOR | BANDAR PUNCAK ALAM,Selangor,SELANGOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,185000.0,257.0,17
The WaterEdge (Pinggiran Air),Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,640000.0,555.0,17
Maisson,Ara Damansara,ARA DAMANSARA,SELANGOR | ARA DAMANSARA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,535000.0,619.0,17
Quayside Condominium,Tanjong Tokong,TANJONG TOKONG,PENANG | TANJONG TOKONG,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,1510000.0,967.0,17
Danau Idaman,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,395000.0,422.0,17
Pangsapuri Wira,Cheras,CHERAS,SELANGOR | CHERAS,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,256000.0,313.0,17
Mewah View Luxurious Apartments,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,400000.0,292.0,17
Sunny Ville Condominium,Gelugor,GELUGOR,PENANG | GELUGOR,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,390000.0,420.0,17
Taman Desa Relau 2,Relau,RELAU,PENANG | RELAU,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,290000.0,385.0,17
Seri Mengkuang,Gelang Patah,GELANG PATAH,JOHOR | GELANG PATAH,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,180000.0,226.0,17
Endah Villa,Sri Petaling,SRI PETALING,KUALA LUMPUR | SRI PETALING,Kuala Lumpur,KUALA LUMPUR,Leasehold,Condominium,Condominium,Condominium,High-Rise,360000.0,319.0,17
Pangsapuri Nusa Indah,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,130000.0,173.0,17
Impiana,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,460000.0,415.0,17
D'Cassia,Semenyih,SEMENYIH,SELANGOR | SEMENYIH,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,260000.0,306.0,17
Angkasa Apartment,Kota Kinabalu,KOTA KINABALU,SABAH | KOTA KINABALU,Sabah,SABAH,Leasehold,Apartment,Apartment,Apartment,High-Rise,300000.0,353.0,17
Desa Palma,Nilai,NILAI,NEGERI SEMBILAN | NILAI,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Apartment,Apartment,Apartment,High-Rise,180000.0,228.0,17
Menara U,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,Service Residence,Service Residence,Service Residence,High-Rise,335000.0,586.0,17
Desa Green,Taman Desa,TAMAN DESA,KUALA LUMPUR | TAMAN DESA,Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,480000.0,624.0,17
Menara Menjalara,Bandar Menjalara,BANDAR MENJALARA,KUALA LUMPUR | BANDAR MENJALARA,Kuala Lumpur,KUALA LUMPUR,Freehold,Condominium,Condominium,Condominium,High-Rise,430000.0,400.0,17
Kenari,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,130000.0,198.0,17
Flat Bukit Indah,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,200000.0,266.0,17
Idaman Senibong,Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,290000.0,344.0,17
Verve Suites,Mont Kiara,MONT KIARA,KUALA LUMPUR | MONT KIARA,Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,719000.0,885.0,17
Permas Ville Apartment,Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,400000.0,345.0,17
Perdana Exclusive,Damansara Perdana,DAMANSARA PERDANA,SELANGOR | DAMANSARA PERDANA,Selangor,SELANGOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,340000.0,380.0,17
Leader Garden,Tanjung Bungah,TANJUNG BUNGAH,PENANG | TANJUNG BUNGAH,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,440000.0,396.0,17
Saujana Apartment,Damansara Damai,DAMANSARA DAMAI,SELANGOR | DAMANSARA DAMAI,Selangor,SELANGOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,220000.0,275.0,17
The Sky Executive Suites,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,460000.0,433.0,17
Apartment Seri Tulip,Serendah,SERENDAH,SELANGOR | SERENDAH,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,160000.0,198.0,17
TAMAN PERMAIPURA,Bedong,BEDONG,KEDAH | BEDONG,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,362000.0,246.0,16
TAMAN BUKIT INDAH,Ulu Klang,ULU KLANG,SELANGOR | ULU KLANG,Selangor,SELANGOR,Leasehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,717500.0,548.0,16
TAMAN TUNKU MAHERAN,Jitra,JITRA,KEDAH | JITRA,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,255000.0,168.0,16
SS14,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,869000.0,390.0,16
M RESIDENCE,Rawang,RAWANG,SELANGOR | RAWANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,623400.0,360.0,16
TAMAN PENGKALAN MINYAK DAMAI,Ayer Molek,AYER MOLEK,MELAKA | AYER MOLEK,Melaka,MELAKA,Freehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,337834.0,129.0,16
HIJAYU 1,Bandar Sri Sendayan,BANDAR SRI SENDAYAN,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,283.0,16
"ALAM SURIA, PUNCAK ALAM",Bandar Puncak Alam,BANDAR PUNCAK ALAM,SELANGOR | BANDAR PUNCAK ALAM,Selangor,SELANGOR,Leasehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,522500.0,288.0,16
SEREMBAN FOREST HEIGHTS,Ampangan,AMPANGAN,NEGERI SEMBILAN | AMPANGAN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,637500.0,412.0,16
TAMAN COLONIAL,Raub,RAUB,PAHANG | RAUB,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,470000.0,285.0,16
TAMAN PUCHONG LAGENDA,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,1365000.0,947.0,16
YARRA PARK (EASTFIELD),Sungai Petani,SUNGAI PETANI,KEDAH | SUNGAI PETANI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,405900.0,207.0,16
P/L : 10139,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,350000.0,183.0,16
TAMAN DESA SKUDAI,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,455000.0,222.0,16
TAMAN RIANG (SPU),Butterworth,BUTTERWORTH,PENANG | BUTTERWORTH,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,1044400.0,638.0,16
TAMAN SENTOSA PERDANA,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,539000.0,409.0,16
TAMAN DESA DAMAI,Bentong,BENTONG,PAHANG | BENTONG,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,240000.0,192.0,16
BANDAR LAHAT MINES,Lahat,LAHAT,PERAK | LAHAT,Perak,PERAK,Leasehold,Cluster House,Cluster House,Cluster House,Landed,499440.0,232.0,16
TAMAN CEMPAKA (TELUI KIRI),Teloi Kiri,TELOI KIRI,KEDAH | TELOI KIRI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,180000.0,118.0,16
TAMAN SRI GEDONG,Sungai Petani,SUNGAI PETANI,KEDAH | SUNGAI PETANI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,232500.0,159.0,16
TAMAN PUCHONG PRIMA,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,562500.0,451.0,16
CAHAYA ALAM,Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,1209750.0,533.0,16
SAUJANA PERDANA,Ijok,IJOK,SELANGOR | IJOK,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,410.0,16
TAMAN BAGAN,Butterworth,BUTTERWORTH,PENANG | BUTTERWORTH,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,655000.0,389.0,16
TAMAN SRI BUNUT,Tanjong Duabelas,TANJONG DUABELAS,SELANGOR | TANJONG DUABELAS,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,669000.0,328.0,16
"SEKSYEN 32, SHAH ALAM",Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,487500.0,316.0,16
LAKE FIELD - MEADOWS & GLADES,Sungai Besi,SUNGAI BESI,KUALA LUMPUR | SUNGAI BESI,Kuala Lumpur,KUALA LUMPUR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,1325000.0,751.0,16
"TAMAN TROPIKA, JEMENTAH",Jementah,JEMENTAH,JOHOR | JEMENTAH,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,385000.0,241.0,16
TAMAN SRI PALOH,Paloh,PALOH,JOHOR | PALOH,Johor,JOHOR,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,308000.0,200.0,16
TAMAN APAS PERMAI,Tawau,TAWAU,SABAH | TAWAU,Sabah,SABAH,Leasehold,Terrace House,Terrace House,Terrace House,Landed,195000.0,117.0,16
TAMAN JAWI JAYA,Sungai Jawi,SUNGAI JAWI,PENANG | SUNGAI JAWI,Penang,PENANG,Freehold,Semi D,Semi D,Semi D,Landed,459000.0,195.0,16
BANDAR BARU BARAT,Kampar,KAMPAR,PERAK | KAMPAR,Perak,PERAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,300000.0,270.0,16
BANDAR BARU SEGARI,Lumut,LUMUT,PERAK | LUMUT,Perak,PERAK,Leasehold,Cluster House,Cluster House,Cluster House,Landed,328000.0,156.0,16
LUYANG PERDANA,Kota Kinabalu,KOTA KINABALU,SABAH | KOTA KINABALU,Sabah,SABAH,Leasehold,"Town House, Semi D, Terrace House","Semi D, Terrace House, Town House",Semi D,Landed,1040000.0,537.0,16
TAMAN INDAH PERMAI,Kota Kinabalu,KOTA KINABALU,SABAH | KOTA KINABALU,Sabah,SABAH,Leasehold,Terrace House,Terrace House,Terrace House,Landed,520000.0,335.0,16
